id	document	label
14480	대마초는 걍 맥주같은건데 무식한것들 피어봤어야 알지 ㅋㅋ	0
14481	 다 국민의 심판을 받으리.	0
14482	 모른다 아니다 하면 끝나는 조사가 있어!!	0
14483	아오 진짜 혈압올라	0
14484	 이런 대통녀 ㄴ지켜야 하냐 윤창중!!!	0
14485	 보고난뒤에 난 토가 쏠리며 화가나서 진심 어찌해야할지를 모르겠었음...	0
14486	 박근혜를 탄핵해라!	0
14487	진짜 빨리 쓰레기 청소 합시다	0
14488	이나라에서발도못딛게만들어야한다.	0
14489	국민들 숨막혀 죽으라는건가?	0
14490	애를낳으라는거냐말라는거냐	0
14491	나같음 간호장교 머리찢어버리고 그냥 자살할련다	0
14492	비싼 이유가 품질이 아니라 비용이나 기타원인이라면 사먹일 이유가 없지!	0
14493	정유라는 안옵니다	0
14494	이런거자꾸들춰서 너희가얻는게무엇이냐.	0
14495	결국 나라를 망하게 몰고가는구나.	0
14496	일중한중 역사를잊은민족은딱하나...	0
14497	 최소 10억년은 지나고 난 담에 얘기하자	0
14498	너가 정은이새끼에게 통제불능 이라햇지	0
14499	천하에 인간 안된 것들만 나왔더라!!!	0
14500	 몇백명의 목숨을 앗아간나쁜 박 ㄹ혜 알아서 사퇴해라	0
14501	 을사5적 현대판이 따로없다	0
14502	 이런 새키를 뽑은 미국인들도 똑같이 쓰레기다	0
14503	정명훈을 비롯해서 이 쓰레기 같은 진실에 가담한 모두를 구속해야 한다	0
14504	대놓고 베충이 학교 인정한 홍대는 꺼져라!	0
14505	나오지도 않고 위증도하고. . . .	0
14506	이제그만하자 국가적 망신이다	0
14507	나라가 위태로운데 경제로 저울질 합니까?	0
14508	나는 게임하는 남자랑 절대 결혼안한다!!!	0
14509	저런것들은 뒈지지도 않아..	0
14510	고령자 복지대책은 꼴찌.	0
14511	증거는 없지만 뇌물 받은건 사실이다.	0
14512	강산을 푸르게 푸르게 라더니 신발늠들	0
14513	 이게 기업이야??	0
14514	 우리 국민들은 깨끗한 공기를 호흡할 권리도 없나요	0
14515	 노이즈 마케팅 하지말고 기사내려라!!!	0
14516	몇배로더열심히하고도 엄마가최순실이아니라서 떨어진학생이 두눈뜨고있는데 그게죄가아니라고.	0
14517	최순실,차은택.정유라.간호장교의 국조 증인신청을 방해하는 은폐 정당이나 조직이 있다면 국민의 불같은 분노를 면지 못할것이고.	0
14518	삼성 욕하는 사람들은 뭔가를 사먹을 줄만 알았지 판매해본 적은 없는 송사리같은 인간들인가.	0
14519	아침부터 욕나오네.	0
14520	알맹이는 다빠져 나가고 쓰레기들만 남았네..	0
14521	55만명 사진 보러왔는데 2명?	0
14522	 인공지능 시대에 선진국 국민 전체의 70%가 직업을 잃게 되는데 그 사람들 다 굶겨죽일꺼에요?	0
14523	춥다고 따뜻하게 옷입은거 봐라...	0
14524	 다 사형시켜야 한다!	0
14525	35프로는 뇌가없나	0
14526	이번 기회에 박정희 스위스계좌도 까라.	0
14527	국민의요구를 무시한 박근혜.	0
14528	천인공노할 놈들~~~	0
14529	 죄를 지었으면 꼭 댓가를 치뤄야 합니다.	0
14530	나라에서 세금으로 충당해줫다간 눈깔판다.	0
14531	해석 ㅡ끝까지해보자 개돼지들아.	0
14532	 진까 꼴값한다.	0
14533	일본의개 박정희가 독재한 나라..	0
14534	장기집권을위해서 지마누라도 총살시키는박정희.	0
14535	진짜 속터져서 울화통임터진다	0
14536	내년까지 하라고 언질받은게 확실하구만	0
14537	근데폰케이스 이쁜거 사고 싶어도 못산다	0
14538	똑같은 것들이라 못하는겨?	0
14539	하나 침몰 시켜라.	0
14540	같이 돌았구나 하....	0
14541	 아이폰 날씨앱이 더 믿을만하네ㅡㅡ	0
14542	 증거내놔라 숨기지말고!	0
14543	사람,물건,역사 안가져간게 없어	0
14544	야 이색뀌야 머가 그리 잘낫냐?	0
14545	 벌써 몇번째인데..	0
14546	 스페인에서 주전도 겨우먹은애를 독국 에이스랑 비교하고 자빠졌네	0
14547	그냥 원하는데로 해줍시다	0
14548	차라리 같은 소리하고있네!	0
14549	차암...한국 가지가지 하고 자빠졌다!!	0
14550	멕시코 망해라 난 트럼프가 더 좋아~	0
14551	그러니까 삼성 못잡어 먹어서 환장이냐?	0
14552	 조선시대 잘린 문이 무슨 1호냐?	0
14553	근데 몰라 어서나가서 가족들봐야되거든...당신들 이거 책임질수있어?	0
14554	 도려내지 않으면 결국 다 죽는 것이다!	0
14555	 개다가 다 뽑기식이야 확률공개는 절대안하고	0
14556	도널드 트럼프의 박근혜식 막가파 정책에 대해 미 행정가와 미 법원은 제제를 가하는구나!	0
14557	 땀냄새 땀으로인한불쾌감 안그래도 밀착으로인한 성추행도 모자르시나요?	0
14558	 돈벌이에 목구멍에 풀칠하려고 학위하고 죽치는 인간들만???	0
14559	특검 부끄럽지도 않냐?	0
14560	대가리속에 똥만가득차있나봐	0
14561	 계란가격도 말이 되는가??	0
14562	 권력에 빌붙어 기생해온 기생충같은 늙은이!!!	0
14563	 그 정당이 어딘지는 국민들은 잘 안다.	0
14564	마귀같은 뇨온 ㅡㅡㅡㅡ	0
14565	 박ㅈ근혜년 죽인다고.	0
14566	자유경제까지 무시하는 현정부 단통법부터 개정해라	0
14567	 대동강물 파는 수준.	0
14568	 제발 기자새퀴야 헛소리좀 하지마라	0
14569	 대신 은행들 목졸라 사천억 드셨지~	0
14570	30년이면 박근혜 죽을때까지 숨기는거네?	0
14571	남의 나라 뺏기를 우습게 알던 놈들이 ...	0
14572	종북 박사모 척결하라!	0
14573	박근혜를 탄핵하라!	0
14574	순실이넌 무기징역	0
14575	국민들은 속이 터지는데 너희들은 담담하구나.	0
14576	그네 순실 거기에 하나만 더있었어도 번식가능했단 이야기 아냐	0
14577	 모두 옷 벗어라.	0
14578	 직무정지 기간에 겁대가리없이 이런 조작질해?	0
14579	안봐도 비뇨다..	0
14580	 없으면 무슨 지ㅡ럴은 못하겠나.	0
14581	정년연장은 해주고 임금 피크제, 대체근로,파견근로 전부 틀어막아 청년백수 넘쳐 나고 있다....	0
14582	이것도 최순실이 작품이라거러지.	0
14583	 고소미좀 먹으셔야겠어.	0
14584	딱 봐도 중국산 배터리 쓰다 불났는데	0
14585	헌정 유린 박근혜에게 사형을 언도하라	0
14586	아니 출입명부가 먼 기밀이야!!!	0
14587	더이상은 화가나서 견디기가 어렵네요	0
14588	책임있는 쌔뀌들아.	0
14589	당연히 나오지를 말아야 하는 거 아닌가?	0
14590	 잘못저지른거부터 충격 받았어야지.	0
14591	 어둠은 빛을 이길 수 없다.	0
14592	다른나라의 비웃음을 사고...응징이나 해대고	0
14593	 망설이지말고 처벌하라	0
14594	 즉 차은택은[국무총리]로써 국가 서열 2위를 뜻함.	0
14595	 왜 나라를 팔았는지	0
14596	누가 누구한테 사과를 요구해?	0
14597	 헌재가 피의자고 순시리뇬이 판사가터 기가 막힘	0
14598	비 안오기만 해 봐.	0
14599	 이것만 그런게 아니라 기존것도 추운데 나가면 꺼진다고? ㅋㅋㅋㅋ	0
14600	진정성이 안느껴지는뎅!!!!	0
14601	다른건 모르겠고 박근혜때문에 나라가치는 절반이상 떨어진듯	0
14602	 난 그당시를 잊지못한다	0
14603	더러운 네이버!	0
14604	기각되어야 한다.	0
14605	과징금은 걷어서 누구 주머니로 가냐??	0
14606	삼성에서 뭐라고 했냐...	0
14607	 백날 이따위로 해 봐라.	0
14608	 이건 어쩔거냐고.	0
14609	전라도에서 올라온 숫자는 빼라!	0
14610	 당한 만큼 피눈물을 흘리게 해야한다	0
14611	 그네가 가장 두려워하는 건 얼굴에 주름 생기는 거다.	0
14612	 개.돼지라서모르는건가?	0
14613	또 돈 날리는 짓 하는구나...	0
14614	서울 ㅡ 삼척까지 7시간 걸려요 ;;;	0
14615	일욜저녁부터 스모그	0
14616	 지금 여자가 문제가 아니라 국헌문란과 범죄가 문제다.	0
14617	최순실 ㅇㅇㅇ해봐	0
14618	게시 벌넘들	0
14619	당장 때려치우고..	0
14620	 북한이 어디 지구 반대편에 있는 나라냐??	0
14621	 역사학자들 연구원들도 이건 아니라잖아요!!	0
14622	언제까지 이런 말도안되는 일들로 우리 국민들이 뒷골잡아야 합니까?	0
14623	결혼앞두고 큰돈 들어가는게 뻔히 보이는데 한푼이라도 아껴보려고 했던 아버지 마음을 알것같아 안타깝네요..	0
14624	 가만 안놔둔다.	0
14625	 발암물질같은 새끼들아!!!	0
14626	큰꼬리자르기 지는 콩밥먹기 싫으니까 OOO	0
14627	국민은지금 더피눈물나고있다 국정마비.	0
14628	지구야 걍 망하자 인류멸망으로 싹갈아엎고 다시태어나는거야 참 !!	0
14629	 너하나때문에 슈쥬이미지까지 먹칠된다.	0
14630	진짜 죄질이 나쁘네	0
14631	진화론은 개뿔...	0
14632	깡패국가가 따로없네.	0
14633	닥ㅊ고 음식이나 차려라	0
14634	 뭐라고 지껄이세요 진심!!!	0
14635	변명 핑계 집어치우고 다 폐기해라	0
14636	 박근혜랑 황교안 김정은 다 사형감이다	0
14637	닭카끼에게한글날은관계없잖아?	0
14638	 진짜 국민들 화나면 나라 갈아엎는다	0
14639	국민투표 즉 퇴출	0
14640	누가또 쌩 그짓말을 한거?	0
14641	이건뭐..할말이없내 이놈의 나라 꼬라지하고는	0
14642	구치소도 조사해봐 돈처묵었을거여.	0
14643	ㅡㅡ진짜 나라개망신시키네	0
14644	저승이 있다면 박정희는 이승에 일어나는 것을 보며 어떤 생각을 할 까!	0
14645	 미친..누가 그런종자를 지인으로.	0
14646	 이런 개서리는 좀 하지맙시다.	0
14647	정말 화가나네0	0
14648	그만해라 구토유발	0
14649	사실 그 여자애가 제 싸이에 그 화난 내용을 쓴 오늘에야  알았습니다.	0
14650	여자들도 애매하게 행동하나요?	0
14651	제가 손이 빠른편도 아니고;;	0
14652	옛날옛날엔 잡직종이였다ㅅㅂ	0
14653	근데 사기꾼색이 잡힐까요	0
14654	이말듣고 너무속상해서 화냈어요	0
14655	남자가 잘못한게없는데 다른곳에서 받은 스트레스를 남자에게 표출하는 여자가 배려심이없는 겁니까?	0
14656	그리고 일해서 연락도 잘안되서 난 그게 너무 짜증나서 항상집착이런거 까진아니지만 햇어요	0
14657	그래 씨 발 나 삼수하고 고깃집에서 알바한다	0
14658	제발 판에다가 김치남,된장남 이런글좀 안올렸으면..;	0
14659	우리나라 전쟁나면 명품백부터 챙길놈들이 뭔 군대 예기를 하며 군대에 대해서 신경쓰고 난리야..	0
14660	바람 환승 짜증난다 진짜ㅡㅡ	0
14661	너 천벌받을거야 분명.	0
14662	아주 밟아버렸어야지	0
14663	저랑 말하면 싸울거같다고 나갔어요	0
14664	누가봐도 예쁜 여잔데주변에 친한 남자마저도 1도 없을수 있어?	0
14665	 서로합의하에 헤어지자니 너무 가혹하네요	0
14666	남들은반팔입는다고살빼지만전 반대로 반팔입어서살쪄야하는 입장이네요	0
14667	사립초등학교에서 벌어진 폭력사건인데 정말 화나네요.	0
14668	미친새끼천지인듯 ㅜ	0
14669	참다가 참다가 겜 끝나고쌍욕을 했거든요	0
14670	이새끼때문에 아주 돌아버리겠어요..	0
14671	 그렇다고해서 먼 죄를진것도아닌데 그렇게 쌍욕을 들어야하나요?	0
14672	그리고내잘못인거야?	0
14673	아 짜증나__새끼야	0
14674	인생이 길다면 칠팔십년인데 한번뿐인인생 결혼식까지 단 일이주내지 며칠 하루남았다고 참고결혼하시게요?	0
14675	니들도 똑같이 당해봐라	0
14676	 아까 학교에서 잘가라고 인사도 했는데 왜 씹는 걸까요	0
14677	요즘 짜증도 자주내고 분노를 조절을 못하고 그러면 안되는 상황에서도 화를 못참고...	0
14678	남자의 자격안하고 청춘불패 재방하길래 혼자 빡친게 고민..	0
14679	문득 문득 화가나요	0
14680	두달째 놀고 있으니까 이젠 120정도만 주면 아무대나 들어갈 생각인데혹시 파견직일해보신적 있나요?	0
14681	 저런 파렴치들이 있어 많다	0
14682	지대로뒤지고싶구나니가?^^	0
14683	성매수남 리스트 1만명 확보ㄷㄷㄷㄷㄷㄷㄷㄷ한국에 태국 여성을불법 입국시켜 성매매를 시킨 일당이 당국에 의해 적발됐다.	0
14684	아 썅 죽기싫어 ㅠ	0
14685	 이자식 죽이고 싶었음	0
14686	세전 145 받고 8시30분 출근 7시 퇴근 일요일 휴무 다 그렇다 치는데 시발 왜 알바생보다 적게받는것 같을까요	0
14687	아진짜 사표쓰려고했어요....	0
14688	아휴 열받아!	0
14689	출근길에 여직원을 태워간다는 예랑이 vs 안된다는 저당연히 화나는 일 아닌가요?	0
14690	 개놈이 6분햇다고 무슨 천원이냐고 못내겠다고하네?..	0
14691	더 이상 절 가지고 놀게하게 싫네요	0
14692	쏟다니닥치고 죠낸닦는거다.	0
14693	증거 좀 달라 하면 주지도 못할 것들이앞담은 드럽게 까요	0
14694	너 기다리다가 내 속도 새카맣게 다 탔어.	0
14695	군대때 해병유격.대테러 교육 침질질 흘리면서 훈련받앗엇는데 그때 생각많이 나더라...ㅅㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂㅂ	0
14696	 이런건 자기들 이익 챙길려고유언비어 퍼트리면서 제대로된 배움없이침치료 불법으로 하고있어요	0
14697	가서 환불받고 따져도되는거죠?아씨ㅜ	0
14698	아니면 그 새끼가 시ㅂ새끼에요?	0
14699	엿같다~~~	0
14700	너 욕먹어도 싸 머저리년아	0
14701	 아 열받아...	0
14702	생명을 함부로 먹는게 아무렇지 않냐	0
14703	오늘은 사장한테 한마디 해서 나 아니면 저년 선택 하라고 해야지...	0
14704	내가 왜 나한테 먼저 들이댄 여자때문에마음 졸이고 이러고 있는지조온나 빡친다ㅋㅋ	0
14705	얼굴 존나 하얘졌어이런소리 듣다보니까어 시팔?	0
14706	진짜 개같다.	0
14707	 근데 더 웃긴건 그친구도 똑같이 ㅇㅇ이라고 해놓고 절 띠껍다고 차단했다는겁니다	0
14708	도대체가 감당이 되질 않는군요.	0
14709	예나 지금이나 군대 에서도 .	0
14710	뒤져서 내애인 하자^^고자야.^^	0
14711	그런 짓은 절대 안한다	0
14712	그만싸워라.같이판하면서.왜그케싸우냐.	0
14713	 화도 안났고 서운한것도 없대요	0
14714	아진짜 스트레스 최고조라 여기에 풀고갑니다	0
14715	아우 열받아	0
14716	 개빡치네	0
14717	 그래놓고 애 낳으면 어쩌려고 그러냐며 적반하장)싸이코새끼..	0
14718	진짜 다들 이런거 참고사나요?	0
14719	청소부에서 시작해서 점주까지 됐는데자기가 원래 아빤줄 알어 ㅋㅋㅋ ㅊㅅ	0
14720	진짜 너무분합니다	0
14721	ㅂㅅ같이 sns는 왜들어가서 괜히 또 쳐우는지..	0
14722	빡쳐.	0
14723	 아직까지 너에게 너무 분하다.	0
14724	오늘 9시 퇴근인데 40분째 연락두절이네요 ㅡㅡ	0
14725	구속시켜라 저렇게 죄를 지었고 법원은 개만도 못한 인간들만 았단말인가???????	0
14726	네 년만 없어지면 돼~ 닭년아!	0
14727	웃는얼굴봐라 국민들 피빨아먹고 웃음이나오는 저런철면피	0
14728	누구를 위한 법인데?	0
14729	입에다가 말 ㅈ을 박아뿔라	0
14730	기관이 가지고 노는 구조의 주식시장에서뭘더 바라겠니!	0
14731	군인목숨값은 개값인가!	0
14732	가정용누진세로 뭐해쳐먹을러고 전기료 비싸게받아먹고 누진세 폐지하면 될것을 저렇게 싸우고있고	0
14733	개박이와 핵누리 핵그넨이 보우하사 죄벌 공화국 만만세 ~~~~~~	0
14734	중국놈들이 갤럭시노트7 그대로 베껴서 안터지게 잘 출시해버릴듯..	0
14735	염병떨고있네 ㅋㅋㅋㅋ가지가지해라	0
14736	동성애에 초점을 맞추지 말고 살인에 초점을 맞춰서 댓글좀 달아라	0
14737	어딜가나 저런것들이 있구먼..ㅡ.ㅡ	0
14738	최저시급 기준 3시간을 일해도 피자한판을 먹을수없는 가격으로 파는데 어떻게 사먹겠어 ...	0
14739	유명 기업 일수록 유명도 지명도를 이용 해서 부정 식품을 몰래 양산 해도 일반인들은 몰라 ,설마 유명 기업	0
14740	식자재 마트서 우리나라 계란 한판 구입했는데비슷한 가격인데요?	0
14741	쥐박이 돈 다 벌었나 보내	0
14742	조사 끝나면 기사써라 이제 sbs 똥줄타는일 있냐	0
14743	세금으로 랜드마크 그만 만들어라...	0
14744	다 까발려라 또 김기춘이겠지	0
14745	설경구 송윤아가 첫사랑하는 소리하고 있네	0
14746	순실이랑 판박이네 21살맞나 ㅋㅋㅋㅋ	0
14747	순쉬리 그네 도널드 이 셋은 지꼴리는대로 한다 법의식 부재 하자인간	0
14748	이게 말이야 막걸리야	0
14749	결론은가격올리겠다는거네	0
14750	지진같지도않는 지진한번난거가지고 유난개유난지ㄹ염.병을떨어요아주	0
14751	대우조선에 투입될 돈 일부만이라도 한진해운에 투입되었더라도	0
14752	진사도 폐지했는데... 언제 폐지하냐?	0
14753	한국 장사치들은 하여간....	0
14754	클린디젤 추진한 사람들 싹다 구속시켜 정부가 추진하고 기업이 만들고 정부가 승인하고 기업이 팔아먹었지만 세금부담은 국민이	0
14755	그럼 머하나 차값이 엄청 비싼대.............	0
14756	이 나라 바뀌어야한다.	0
14757	하청.비정규 다 짜르고.인원감축. 세금지원 개꿀	0
14758	우리나라의 문제점은 잘알고있으나 지네나라의 문제점은 잘모르는군	0
14759	민심을 무겁게 받아들인다는 문자 그대로의 뜻을 아니?	0
14760	조금 싸다고 재활용 아스콘 사용하는게 문제다.	0
14761	머리끄댕이잡고 끌고와라	0
14762	아...진짜...... ㅡㅡ.......	0
14763	싸가지없는girl 하고 girl크러쉬 구분도 못하냐 꺼져	0
14764	평생 감옥에서 못나오게 해라 이개쉐드라ㅋ	0
14765	덥다는 말밖에 할 말없으면 서울숲만 가지말고 시원하게 수영장도 가라	0
14766	비싼 월급 받으면서 뭐하는건지..	0
14767	후 이제 그만	0
14768	김대중 노무현 꼬붕 한물간 듣보잡 종북빨갱이들 이네 개쩌리들 안습	0
14769	역시 개돼지들의 여론이란 ㅋㅋㅋ	0
14770	최순실일가와 닭그네가 웃고 있겠다..	0
14771	일베 부류들은 왜 폭동이냐고 물어봐도 대답못하고 꽥꽥거리드라 ㅋㅋ	0
14772	정권교체하여 쓰레기 방송도 대청소하자	0
14773	국민 특별 감찰단을 대규모로 구성해서 구석구석 파헤쳐야해요 박파라치!	0
14774	계엄령을 선포해서 땡크로 밀어 버리라!	0
14775	전세계가 미쳐가고 있다....	0
14776	트럼프를 이렇게 지지한다는건 미국도 안으로는 많이 곪아있다는 얘기겠지.	0
14777	마케팅 윗대가리 짜르라고 좀	0
14778	남자들 꺼졍ㅋㅋㅋ	0
14779	경찰 왜 이렇게 질질 끄는거냐?	0
14780	댓글다는 일당받는 일베들 다같이 구속되면 좋겠다	0
14781	평일인데 출근안하고 뽕맞고잤다가 유력이냐??	0
14782	국감때되니 언론이 알아서 회피해주는구나.	0
14783	얼굴도 잘생기고 정치도 잘하고 우리나라엔 정녕 이런 사람없나요?	0
14784	승부조작한 선수들 싹다 잡아라 진심 토나온다	0
14785	아베 아소 그리고 김정은 이늠들 죽는 꼴을 보는 것이 나의 소원이다!	0
14786	귀태닭년아!!!~ 증세는없다고 개~헛소리 나불거리는 널욕하지 안을수없다!!!~	0
14787	이 꽉 깨물어! 피하면 두배다	0
14788	얼마를 받아 처먹은건지 이런걸 기사라고 쓰냐.. 나도 기자 하겠네	0
14789	비박이 탄핵을 유보하는 이유... 엘시티에 관련된 의원?	0
14790	막걸리 정체성은 무슨ㅋㅋ세금 더 걷으려고 그러는 거지	0
14791	내생애 마지막 삼성폰 갤노트5	0
14792	아이폰 니도 리콜해야것다!!!	0
14793	왜 하필 나는 이 시기에 폰이 망가져서 이 놈의 것을 샀을까 하	0
14794	그리따지면 박사모는 변희재 jTBC 증거조작 다믿는다 ㅡㅡ	0
14795	귀하귀하 수귀현야 번잡이끽야! 기복아 기복아 머리를 내어 놓아라 그렇지 않으면 잡아서 구워 먹으리	0
14796	비리학교를 이참에 폐쇄 해 버려라.	0
14797	파파이스에 세월호 진실 보세요계획적인 사고라는 증거들 다 나옵니다	0
14798	새누리는 ㄱ ㅐ죵자 맞는게 야당도 ㅗ같은 죵자들임	0
14799	어디서 돈에 환장한 쥐색퀴가 주동아리를 디미냐? 그동안 더둑질한돈 뒷구멍에서 세느라고 바빴냐???	0
14800	로떼의 뿌리는 일본이니까 당연히 국부유출이 아니라고 하시죠ㅋㅋ	0
14801	Gtx나 어떻게좀해라~ 언제 착공하는 거여	0
14802	비는 좀 오고 겨울에 눈은 안왔음 좀 좋겠다	0
14803	예산늘면 뭐하냐 어떻게 쓰이느냐가 중요한거지	0
14804	보기도 싫음. 잘안나왔네.	0
14805	남자가 빈혈이라도 오면 어쩔라고..	0
14806	목숨걸고 관심받고싶지않다	0
14807	이제 북한의 돼지도 갈때가 되었지.	0
14808	1인 체제를 만들고 10년 잇다 내려오면 그 또한 역사에 남을것이다	0
14809	난 모르겠고 힐러리사퇴하고 버니샌더스로 후보 교체하자	0
14810	아이 쓰레기 어찌 해야 되나	0
14811	28살이 재벌이세가 귀티나게 안생기고 농촌사는애 같이 생긴게 부모밑고ㅈ갑질은 염병하네	0
14812	박근혜 최순실이 국정농단 한거도 써라	0
14813	전라도 매수팀을 짓밟아주세요 !!!	0
14814	대놓고 홍콩을 가는구나	0
14815	바로 해고 해야죠.	0
14816	대책이라고 내놓는게 고작이 수준이라니...한심하기 짝이없네. ..	0
14817	니놈으로 인해 병무청외 몇명이 옷을 벗은것으로 안다 다른애들은 옷까지 벗게 하지 않았다 그들의 인생을 니놈이 책임졌는가 안보이는게 상책이다	0
14818	내조국을 버리고 런던으로 이민가야하나?	0
14819	미친 교과서쓴 인간 머리에 총맞았나?	0
14820	돈있음뭐해 인성이 걸러먹었는데	0
14821	청화대도 저런 참사 한번만 일어낫으면 좋겠므니다	0
14822	박근혜를 싫어하면 빨갱이라고? 미친 정도가 너무 중증 아닙니까?	0
14823	시비시키 존나 못해!	0
14824	새끼를 족치면 어떻게든 되겠지.	0
14825	댓글에 사이코패스가 많은듯하다	0
14826	한국의 필리핀화 귀추가 주목되네요	0
14827	이나라는 지금 기자넘들 포함해서 공산당 한번 해보고 실은 자들이 넘쳐나는 분위기이다...	0
14828	사리판단 안되는 노인들 돈주고 세뇌 시켜 시위에 내보내는 악질들.	0
14829	와~ 뇌가 없구나!!!	0
14830	머리에든게 없는데 뭔 아는게 있겠나.몸으로 돈벌다가 궁녀됬는데	0
14831	대기업 컴퓨터는 두배까지 받아먹는데 사야할 필요가 있나?	0
14832	응 기자야 정부가 시키드나?	0
14833	게임규제할땐 뭔맘이였다가 ... 이젠 콘덴츠 개발을 논하시나?	0
14834	경기 북부는 더 심한데 ... 이걸 기사라고...	0
14835	안경 규정위반이다!!	0
14836	노트6만들차례였는데 갑자기 7을만드니까허겁지겁 만들다가 불량품 만듬 폭탄급발명품	0
14837	반대 상황이었음 그냥 전자발찌급 퇴출 이었을 텐데...	0
14838	진짜진심으로 기상청왜있는거지?	0
14839	저새끼들 인간새낀 맞나..그냥 잡아서 뒤질때까지 고문이 답임	0
14840	기춘할배가 알려줬다! 세상 그렇게 살지 말것!	0
14841	창시기는 한계를 못 뛰어넘은 실패한 투수다	0
14842	9명 자살이유가 가정사가 아닌 지하철이라는 이유가 명확한가요?!	0
14843	지리산 국립공원 한화리조트 숙박 했는데도 구례 화엄사 돈 내라더라 미친개인줄 알았네 진짜 ㅋㅋㅋㅋㅋㅋㅋ	0
14844	좌좀들 단체로 비행기끊어서 덴마크로 가라 ㅋㅋ 부들부들 보이네 ㅋ	0
14845	여기 남양주인데 왜 안오냐 ㅠㅠ제발 와라 ~~	0
14846	이란은 선수발굴도 잘된거같고 발전하는게 느껴지는데 우리나라는 발전은커녕 퇴보하는거같다	0
14847	혹사의 기준이 무엇인가??	0
14848	어쨌든 실제로 차별이 있었다는게 이렇게 입증되는 거니까 조윤선 집행유예로 나오면 문제 있는거..	0
14849	서민들은 피눈물이 납니다	0
14850	면세점 지하주차장에 관광 버수주차장없으면허가 취소해야 된다. 진심!!!	0
14851	17년 꺼가지고 뭐하자고, 지금 미친짓 한걸 밝혀야지	0
14852	기자들아 보이콧해야지 들러리 서고있냐 미진년 한두번이지	0
14853	이제 돼지새끼들은 살쪄도 남한테 피해 안 준다는 개소리 짓거리면 죽여버린다 시발	0
14854	근데 저 못생긴 딸! 방에 대꼬들가서 좀 두들겨 패주고 싶다.	0
14855	4대강 22조는 어디다 쓴거냐?	0
14856	우씨나~~~~~이것두 못하면서 박씨를~~?????	0
14857	조센징들 종특 금방 확 몰렸다가 또 식음. 냄비근성	0
14858	이현승정도면50억은 해야지...두산 너무하네ㅗㅗ	0
14859	김성근감독, 물러나세요!	0
14860	진에어는 대한항공 자회사라서 정비를 대한항공에서 해주는데 왜 저꼴일까	0
14861	네 놈의 악행! 이제 응징하러 왔다 -지진탈	0
14862	고치에 돈 퍼다주고 대접은 누가 받는 거냐?	0
14863	유시진 신드롬 국내외적으로 어마어마했는데 대상을 송중기를 주고 송혜교를 최우수 줘야지 무슨 김하늘을 주고있어	0
14864	이대는 추락했다 바큰헤ㅣ가 나라를 비아그아로	0
14865	이런 것 보면 전라도인과 비슷함.	0
14866	그니까 인종 차별 좀 그만해라	0
14867	면죄부를왜주었나하면 정치인이나고위직사람들은 대부분 이런짓을하니까 그런거지 !!!!	0
14868	너무 오버하는 것 같기도...	0
14869	영국은 아서왕이 되살아나서 정의에 눈을 뜬거고 이제 되살아난 아서왕이 호수의 부인한테 엑스칼리버다시 돌려받아서 인류를 위협하는 사악한 마녀 메르켈을 엑스칼리버로 작살내는 일만 남았다.	0
14870	와 세이콘 까면깔수록 최순실이고 박근혜네 양심있으면 권혁 박정진한테는 그러면안되는거아니냐?	0
14871	개도 돼지족발.소고기.생선 좋아한다..이거에 대해 설명좀 해봐 동물보호단체들아...	0
14872	진짜 얘는 노답 파울만 할줄알지...그냥 장쑤나가서 볼차라;;;국민들 거슬리게 하지말고	0
14873	최악이네. 삼족을 능지처참 시켜도 분이 안 풀리겠다	0
14874	병신같은 기사 좀 쓰지마	0
14875	신인개발을 게을리한 죄가 가장크다	0
14876	비자없으면 너네나라로 꺼져 범죄덩어리야	0
14877	미국이 낫지 중국쓰레기들 지구에 도움안되는 핵 폐기물	0
14878	악플러 아가리에 염산 붓는 법안을 통과시켜라	0
14879	셧다운제 도입한 놈들 싸잡아다가 족쳐라.	0
14880	교회 뒷편에서 초등학생이 강간당해도 방관하는게 니네들이 믿는 신임	0
14881	지금 이랬던 언론이 정권 바뀌면 어떻게 말하지 사뭇 궁금해짐~	0
14882	한숨만.......참 할짓 없구만..	0
14883	도둑ㅅㅐ끼들 훔쳐간것은 인정하냐?	0
14884	비상구와 화장실을 못 찾는 여자사람과 동일한 여자사람에게 통수권을 맏긴게 분통터지노라.	0
14885	이런ㄱ같은기사를클릭했다니	0
14886	남의 눈에서 피눈물 냈으니 그사랑이 얼마나 깊다해도 이미 핏빛으로 얼룩이고 있지 않을까~~~	0
14887	90만원내고 베타테스터 되려는 놈이 ㅁ ㅣ 친거지. 안그래?	0
14888	한국도 허경연 나오면 뽑을사람 많을거 같은데요.	0
14889	아휴 둘다 역겹다 역겨워 ㅡㅡ	0
14890	이것들아! 차값 올리는 이유가 이것때문 이더냐?	0
14891	흔들리는걸 사람이 느끼는데 약해서 관측이 안된다니 말이여 머여	0
14892	유대인들"이자식이! 또 히틀러를 찬양할 것이 분명하다 확 필리핀의 기업들을 망쳐놓을까?"	0
14893	끝까지 지켜보겠습니다빨리 탄핵	0
14894	하....소름끼쳐	0
